ARTIST,CONTRIBUTING ARTIST,TITLE,KEY,BPM,TYPE,YEAR
Liam Payne,Zedd,Get Low,C#,108.0,Western,2019.0
Troye Sivan,,COOL,A#,108.0,Western,2015.0
Megan Thee Stallion,Kehlani,Hit My Phone,D#,108.0,Western,2020.0
Alessia Cara,,Overdose,D,108.0,Western,2015.0
Imagine Dragons,,I Bet My Life,C#,108.0,Western,2012.0
Neiked ,Dyo,Sexual,D,108.0,Western,2016.0
Major Lazer ,"PARTYNEXTDOOR, Nicki Minaj",Run Up,E,108.0,Western,2017.0
Lana Del Rey,,The Blackest Day,A,108.0,Western,2015.0
Panic! At The Disco,,"Hey Look Ma, I Made It",F,108.0,Western,2018.0
Britney Spears,,Criminal,C,108.0,Western,2011.0
Shakira,,"Whenever, Wherever",E,108.0,Western,2001.0
Zara Larsson,,Love Me Land,F,108.0,Western,2021.0
David Guetta,Sia & Fetty Wap,Bang My Head,C,108.0,Western,2015.0
Pentatonix,,Light in the Hallway,F#,107.5,Western,2015.0
Bruno Mars,,24k Magic,G#,107.0,Western,2017.0
Rita Ora,,Anywhere,D,107.0,Western,2017.0
Ariana Grande,,Knew Better/Forever Boy,C#,107.0,Western,2016.0
FKA Twigs,,Cellophane,D,107.0,Western,2019.0
Michael Jackson,,Remember The Time,G#,107.0,Western,1990.0
Grimes,,World Princess part II,F#,107.0,Western,2015.0
Ariana Grande,,Knew Better Part 2,C#,107.0,Western,2016.0
Zendaya,,Love You Forever,C,107.0,Western,2013.0
Rina Sawayama,,Love Me 4 Me,C,107.0,Western,2020.0
Pentatonix,,Misbehavin',F,107.0,Western,2015.0
Selena Gomez,,Birthday,G,107.0,Western,2013.0
Kim Petras,,There Will Be Blood,D#,107.0,Western,2019.0
Lizzo,,Tempo,F#,107.0,Western,2019.0
Ariana Grande,,"Thank U, Next",C#,107.0,Western,2019.0
The 1975,,Settle Down,D,107.0,Western,2013.0
Lorde,,Homemade Dynamite,A#,107.0,Western,2017.0
Melanie Martinez,,Orange Juice,E,107.0,Western,2019.0
Jessie Ware,,Adore You,D#,107.0,Western,2020.0
Florence + The Machine,,Various Storms & Saints,C#,107.0,Western,2015.0
Dua Lipa,,Pretty Please,C#,107.0,Western,2020.0
Zedd,Maren Morris,The Middle,G,107.0,Western,2018.0
Isaac Dunbar,,makeup drawer,F,107.0,Western,2020.0
Beyoncé,Frank Ocean,Superpower,G,106.67,Western,2014.0
Halsey,,Devil In Me,D,106.0,Western,2017.0
Olly Murs,Flo Rida,Troublemaker,D#,106.0,Western,2013.0
Doja Cat,Gucci Mane,Like That,D,106.0,Western,2019.0
Allie X,,Prime,G,106.0,Western,2015.0
Ariana Grande,,Jason's Song (Gave It Away),A#,106.0,Western,2016.0
Selena Gomez,,Me & The Rhythm,F,106.0,Western,2015.0
Little Mix,,Love Me Like You,G,106.0,Western,2015.0
Adele,,Million Years Ago,E,106.0,Western,2015.0
Liam Payne,Quavo,Strip That Down,F#,106.0,Western,2017.0
Iggy Azalea,,Mo Bounce,G,106.0,Western,2017.0
Allie X,,Sanctuary,C,106.0,Western,2015.0
Anne-Marie,,Ciao Adios,G,106.0,Western,2017.0
Troye Sivan,,LOST BOY,B,106.0,Western,2015.0
My Chemical Romance,,House of wolves,G,106.0,Western,2006.0
Kim Petras,,Close Your Eyes,G#,106.0,Western,2019.0
Charli XCX,(Solo)/Rita Ora,Doing It,G,106.0,Western,2015.0
Megan Thee Stallion,,Don't Rock Me To Sleep,D#,106.0,Western,2020.0
BTS,Solo/Lauv,Make It Right,G,106.0,Western,2020.0
Katy Perry,,Bon Appétit,C#,106.0,Western,2017.0
Taylor Swift,,Picture To Burn,G,106.0,Western,2006.0
Disclosure,Sam Smith,Omen,D#,106.0,Western,2015.0
Iggy Azalea,Jennifer Hudson,Trouble,G,106.0,Western,2015.0
Taylor Swift,,We Were Happy (TV),C,106.0,Western,2021.0
Dua Lipa ,,Begging ,D#,106.0,Western,2018.0
Tinashe,Chris Brown,Player,G,106.0,Western,2015.0
BTS,,ON,C,106.0,Western,2020.0
Ty Dolla $ign,Tinashe & Charli XCX,Drop That Kitty,D,106.0,Western,2015.0
Maroon 5,Rihanna,If I Never See Your Face Again,B,106.0,Western,2009.0
Miley Cyrus,,Golden G String,B,105.5,Western,2020.0
MARINA,,Obsessions,C,105.0,Western,2010.0
Mc Blizy ,"Luis Fonsi, Nicole Scherzinger",She's Bingo,D#,105.0,Western,2021.0
Dua Lipa ,,Dreams,C,105.0,Western,2018.0
Harry Styles,,To Be So Lonely,C,105.0,Western,2019.0
Ryn Weaver,,The Fool,F,105.0,Western,2014.0
Nicki Minaj,,Truffle Butter,A#,105.0,Western,2014.0
DNCE,,Toothbrush,G,105.0,Western,2015.0
Adele,,Rolling in the Deep,D#,105.0,Western,2011.0
Ed Sheeran,,Hearts Don't Break Around Here,G,105.0,Western,2017.0
Chris Brown,Nicki Minaj,Love More,E,105.0,Western,2013.0
Imagine Dragons,,West Coast,C,105.0,Western,2018.0
Chloe X Halle,,Ungodly Hour,D,105.0,Western,2020.0
Alessia Cara,,Seventeen,A,105.0,Western,2017.0
Clean Bandit,Julia Michaels,I Miss You,D#,105.0,Western,2017.0
Fifth Harmony,Ty Dolla $ign,Work From Home,G#,105.0,Western,2016.0
Camila Cabello,Young Thug,Havana,A#,105.0,Western,2017.0
Ariana Grande,,You'll Never Know,F#,105.0,Western,2014.0
cupcaKKe,,Duck Duck Goose,C#,105.0,Western,2018.0
Chloe X Halle,,Catch Up,G,105.0,Western,2020.0
MØ ,,Final Song,E,105.0,Western,2016.0
The Chainsmokers,XYLØ,Setting Fires,B,105.0,Western,2016.0
Kygo,Zara Larsson & Tyga,Like It Is,C#,105.0,Western,2020.0
Justin Bieber,BloodPop,Friends,D#,105.0,Western,2017.0
Dizzy,,Joshua,D#,105.0,Western,2018.0
Panic! At The Disco,,(Fuck A) Silver Lining,E,105.0,Western,2018.0
Who Is Fancy,Ariana Grande & Meghan Trainor,Boys Like You,A#,105.0,Western,2015.0
Mura Masa,Shura,Love For That,G#,105.0,Western,2015.0
Andy Grammer,,Masterpiece,A#,105.0,Western,2015.0
Andy Grammer,,Remind You,G,105.0,Western,2015.0
Imagine Dragons,,It's Time,D,105.0,Western,2012.0
The 1975,,A Change Of Heart,A,105.0,Western,2016.0
DJ Snake,Bipolar Sunshine,Middle,A,105.0,Western,2016.0
BTS,,Telepathy,D#,105.0,Western,2020.0
Luna Ginestret,Iyaz,Run This Town,A,105.0,Western,2017.0
Natalie LaRose,Jeremih,Somebody,C,105.0,Western,2015.0
Jason Derulo,,Marry Me,G,105.0,Western,2013.0
NCT 127  ,,Boom,G,105.0,Western,2020.0
Ashnikko,Princess Nokia,Slumber Party,A,105.0,Western,2021.0
Bruno Mars,,Moonshine,C,105.0,Western,2012.0
Imagine Dragons,,Only ,E,105.0,Western,2018.0
Justice,,Valentine,F#,104.486,Western,2007.0
Troye SIvan,,THE QUIET,C,104.0,Western,2015.0
Ariana Grande,,Ghostin',A,104.0,Western,2019.0
Kygo,Whitney Houston,Higher Love,G#,104.0,Western,2020.0
Major Lazer,"Nucleya, Rashmeet Kaur, Diplo",Jadi Buti,G#,104.0,Western,2020.0
Megan Thee Stallion,,Rich,B,104.0,Western,2020.0
NCT 127  ,,Elevator (127F),D,104.0,Western,2020.0
Taylor Swift,,Soon You'll Get Better,C,104.0,Western,2019.0
Taylor Swift,,Paper Rings,D,104.0,Western,2019.0
P!nk,,Try,D,104.0,Western,2013.0
Taylor Swift,,Clean,E,104.0,Western,2014.0
Dove Cameron,,Genie In A Bottle,G#,104.0,Western,2016.0
AURORA,,"Murder Song (5, 4, 3, 2, 1)",C,104.0,Western,2016.0
Fifth Harmony,,The Life,C,104.0,Western,2016.0
Taylor Swift,,22,G,104.0,Western,2012.0
Adele,,Sweetest Devotion,G,104.0,Western,2015.0
AURORA,,Soft Universe,A#,104.0,Western,2018.0
Drake,Wizkid & Kyla,One Dance,C#,104.0,Western,2016.0
Sia,,Sweet Design ,A#,104.0,Western,2016.0
Pentatonix,,Na Na Na,B,104.0,Western,2015.0
Panic! At The Disco,,Girl That You Love,A#,104.0,Western,2013.0
Paramore,,Ain't It Fun,E,104.0,Western,2014.0
Calvin Harris,Frank Ocean & Migos,Slide,E,104.0,Western,2017.0
The Chainsmokers,Bebe Rexha,Call You Mine,G,104.0,Western,2019.0
Demi Lovato,,Skyscraper,G,104.0,Western,2011.0
AlunaGeorge,,I'm In Control,D,104.0,Western,2016.0
Sam Hunt,,House Party,D#,104.0,Western,2014.0
Katy Perry,,Choose Your Battles,G,104.0,Western,2013.0
Selena Gomez,,Magic,G,104.0,Western,2009.0
Jonas Blue,William Singe,Mama,D,104.0,Western,2017.0
Smash Mouth,,All Star,F#,104.0,Western,1999.0
cupcaKKe,,Crayons,F,104.0,Western,2018.0
Dua Lipa ,,Bad Together,G#,104.0,Western,2018.0
Flo Rida,,Whistle,C,104.0,Western,2012.0
Calvin Harris,"Snoop Dogg, John Legend, Takeoff, Funk Wav",Holiday,E,104.0,Western,2017.0
Liam Payne,,Remember,D#,104.0,Western,2019.0
Justin Bieber,,Heartbreaker,A,103.11,Western,2013.0
Mark Mothersbaugh,First Version used from 1991-1999/2000,Rugrats Theme Song,C,103.05,Western,1991.0
Christina Aguilera,,Your Body,B,103.0,Western,2012.0
Carly Rae Jepsen,,Warm Blood,F,103.0,Western,2015.0
Rihanna,Paul McCartney & Kanye West,FourFiveSeconds,D,103.0,Western,2015.0
Justin Bieber,,Never Let You Go,F,103.0,Western,2010.0
Rita Ora,,First Time High,E,103.0,Western,2018.0
Troye Sivan,,Lucky Strike,D,103.0,Western,2018.0
Hailee Steinfeld,,Hell No's And Headphones,A#,103.0,Western,2015.0
Ariana Grande,,Thinking Bout You,B,103.0,Western,2016.0
Britney Spears,Iggy Azalea,Pretty Girls,F,103.0,Western,2015.0
Lauv,,Feelings,A,103.0,Western,2020.0
The Chainsmokers,Coldplay,Something Just Like This,D,103.0,Western,2017.0
BAEKHYUN,,Poppin,D,103.0,Western,2020.0
P!nk,,Better Life,E,103.0,Western,2017.0
Lorde,,Perfect Places,E,103.0,Western,2017.0
Ariana Grande,Iggy Azalea,Problem,B,103.0,Western,2014.0
Rihanna,,Bitch Better Have My Money,F#,103.0,Western,2015.0
Pentatonix,,First Things First,A,103.0,Western,2015.0
Alessia Cara,,My Song,D#,103.0,Western,2015.0
CupcaKKe,,CPR,G,103.0,Western,2017.0
Rita Ora,Avicii,Lonely Together,F,103.0,Western,2018.0
Nicki Minaj,Jeremih,Favorite,G,103.0,Western,2014.0
Jonas Brothers,,Love Her,G#,103.0,Western,2019.0
Kiiara,,I Don't Wanna Be Friends,E,103.0,Western,2018.0
Becky G,,Todo Cambio,D#,103.0,Western,2017.0
Troye Sivan,,My My My,C#,103.0,Western,2018.0
Lily Allen,,L8 CMMR,C#,103.0,Western,2014.0
Bella Poarch,,Build A Bitch,D#,103.0,Western,2021.0
Ellie Goulding,,Anything Could Happen,C,103.0,Western,2012.0
Post Malone,,I Know ,F#,103.0,Western,2017.0
Dua Lipa,Solo/Dababy,Levitating,D,103.0,Western,2020.0
Alessia Cara,,I'm Yours,D,103.0,Western,2015.0
Lady Gaga,,Love Me Right,F#,103.0,Western,2020.0
Beyoncé,Drake,Mine,F,103.0,Western,2014.0
Avril Lavigne,,My World,C#,102.85,Western,2002.0
Taylor Swift,,Lover,G,102.75,Western,2019.0
Finneas,,Die Alone,C,102.6,Western,2019.0
Lauv,Troye Sivan,I'm So Tired...,B,102.0,Western,2020.0
Brandon Beal,,Twerk It Like Miley,F#,102.0,Western,2014.0
Sean Paul,Dua Lipa,No Lie,C,102.0,Western,2016.0
Dua Lipa ,,No Lie,C,102.0,Western,2018.0
Clean Bandit,Sean Paul & Anne-Marie,Rockabye,C,102.0,Western,2016.0
PVRIS,,You And I,C#,102.0,Western,2014.0
ZAYN,,SHE DON'T LOVE ME,E,102.0,Western,2016.0
Ariana Grande,,True Love,D#,102.0,Western,2015.0
Kygo,Bonnie Mckee,Riding shotgun,A,102.0,Western,2017.0
Taylor Swift,,Long Live,G,102.0,Western,2010.0
Ed Sheeran,,Nancy Mulligan,G,102.0,Western,2017.0
Hailee Steinfeld,,Most Girls,A,102.0,Western,2017.0
Zendaya,Chris Brown,Something New,D,102.0,Western,2016.0
Ed Sheeran,,Save Myself,A#,102.0,Western,2017.0
Shakira,Maluma,Chantaje,B,102.0,Western,2016.0
Melanie Martinez,,The Bakery,B,102.0,Western,2020.0
Jonas Brothers,,Don't Throw It Away,B,102.0,Western,2019.0
Avril Lavigne,,Things I'll Never Say,D,102.0,Western,2002.0
5 Seconds of Summer,,Amnesia,D,102.0,Western,2014.0
Selena Gomez,,Lose You To Love Me ,E,102.0,Western,2020.0
Megan Thee Stallion,,Crying In The Car,G#,102.0,Western,2020.0
Mike Posner,SeeB Remix,I Took A Pill In Ibiza,A#,102.0,Western,2016.0
Taylor Swift,,Cornelia Street,C,102.0,Western,2019.0
Selena Gomez,,She ,F,102.0,Western,2020.0
Adam Wright,Amanda,Find You,E,102.0,Western,2017.0
Ke$ha,,My Own Dance,F,102.0,Western,2020.0
Bridgit Mendler,,All I See Is Gold,E,102.0,Western,2013.0
Halsey,,Still Learning,D#,102.0,Western,2020.0
Taylor Swift,,Don’t You (Taylor's Version) (From The Vault),D#,102.0,Western,2021.0
Ed Sheeran,Justin Bieber,I Don't Care,F#,102.0,Western,2019.0
Hilary Duff,,"Breathe In, Breathe Out",D,102.0,Western,2015.0
Justin Timberlake,Jay-Z,Suit & Tie,D,102.0,Western,2013.0
Harry Styles,,Lights Up,C#,102.0,Western,2019.0
Rina Sawayama,,Tokyo Love Hotel,E,102.0,Western,2020.0
MKTO,,Classic,C#,102.0,Western,2014.0
Tove Lo,,Cool Girl,C,102.0,Western,2016.0
Ariana Grande,,Baby I,C#,102.0,Western,2013.0
Zedd,Alessia Cara,Stay,G#,102.0,Western,2017.0
Ellie Goulding,,Don't Panic,F#,102.0,Western,2015.0
Little Mix,,Touch,E,102.0,Western,2016.0
Lana Del Rey,,Chemtrails Over The Country Club,G,101.5,Western,2021.0
Little Mix,Missy Elliott,How Ya Doin',G#,101.0,Western,2013.0
Tinashe,Schoolboy Q,2 On,A,101.0,Western,2014.0
Imagine Dragons,,Working Man,C,101.0,Western,2012.0
Calvin Harris,"Katy Perry, Big Sean, Pharrell Wiliams, Funk Wav",Feels Like Forever,G,101.0,Western,2017.0
Jessie Ware,,The Kill,A#,101.0,Western,2020.0
Ed Sheeran,Ella Mai,Put It All On Me,G,101.0,Western,2019.0
Ariana Grande,,Touch It,A#,101.0,Western,2016.0
Ariana Grande,,Only 1,C,101.0,Western,2014.0
Sia,,You're Never Fully Dressed Without A Smile,D#,101.0,Western,2014.0
Tyler Ward,Diamond White,Humble & Kind,B,101.0,Western,2015.0
The 1975,,Somebody Else,C,101.0,Western,2016.0
Selena Gomez & The Scene,,Who Says,E,101.0,Western,2010.0
Kehlani,Chance The Rapper,The Way,D#,101.0,Western,2015.0
Fifth Harmony,,That's My Girl,G#,101.0,Western,2016.0
BTS,,Dis-ease,D#,101.0,Western,2020.0
Ariana Grande,The Weeknd,Off The Table,C,101.0,Western,2020.0
Katy Perry,,Rise,F#,101.0,Western,2016.0
ATEEZ,,One Day At A Time,C#,101.0,Western,2020.0
Jonas Brothers,,Happy When I'm Sad,G,101.0,Western,2019.0
Ke$ha,,Birthday Suit,D#,101.0,Western,2020.0
The Weeknd ,,Final Lullaby,B,100.5,Western,2020.0
Avril Lavigne,,Mobile,A,100.4,Western,2002.0
Charlie Puth,,Attention,F#,100.1,Western,2017.0
Arctic Monkeys,,Fireside,F,100.0,Western,2013.0
Ellie Goulding,,Keep On Dancin',F,100.0,Western,2015.0
Trey Songz,Nicki Minaj,"Touchin, Lovin",B,100.0,Western,2014.0
The Vamps,Shawn Mendes,Oh Cecilia,B,100.0,Western,2014.0
WALK THE MOON,,Aquaman,C#,100.0,Western,2015.0
Ed Sheeran,,Barcelona,C#,100.0,Western,2017.0
Charlie Puth,,LA Girls ,B,100.0,Western,2018.0
Billie Eilish,,my strange addiction,B,100.0,Western,2019.0
The Chainsmokers,ILLENIUM & Lennon Stella,Takeaway,D#,100.0,Western,2019.0
Shawn Mendes,,Never Be Alone,A#,100.0,Western,2015.0
Taylor Swift,,I Think He Knows,A#,100.0,Western,2019.0
Lorde,,Team,F#,100.0,Western,2014.0
The Chainsmokers,Blink-182,P.S. I Hope You're Happy,C#,100.0,Western,2019.0
BØRNS,,Rolling In The Roses,C,100.0,Western,2015.0
Maude,,Love Is What You Make Of It,E,100.0,Western,2014.0
The 1975,,Chocolate,B,100.0,Western,2013.0
Halsey,,Good Mourning,C,100.0,Western,2017.0
Selena Gomez,,Buscando Amor,D#,100.0,Western,2021.0
Peking Duk,,High,D#,100.0,Western,2014.0
Tori Kelly,,Anyway,C#,100.0,Western,2015.0
Iggy Azalea,Quavo,Savior,C#,100.0,Western,2018.0
OneRepublic,,Wherever I Go,C#,100.0,Western,2016.0
My Chemical Romance,,Destroya,D,100.0,Western,2010.0
The Weeknd ,,In Your Eyes,A#,100.0,Western,2020.0
Major Lazer,"Anitta, Pabllo Vittar",Sua Cara,C,100.0,Western,2017.0
Taylor Swift,Bon Iver,Evermore,C#,100.0,Western,2020.0
Taylor Swift,Original/Taylor's Version,Untouchable,F,100.0,Western,2008.0
Shawn Mendes,,Bad Reputation,D,100.0,Western,2016.0
Ariana Grande,,Breathin',G#,100.0,Western,2018.0
Lana Del Rey,,Carmen,E,100.0,Western,2012.0
MØ ,,Drum,A,100.0,Western,2016.0
Taylor Swift,,Teardrops On My Guitar,A#,100.0,Western,2006.0
Ed Sheeran,,I See Fire (Kygo Remix),C#,100.0,Western,2013.0
Ariana Grande,,Voodoo Love,F#,100.0,Western,2012.0
Selena Gomez,,Feel Me,F,100.0,Western,2020.0
Sabrina Carpenter,,On Purpose,F,100.0,Western,2016.0
Post Malone,,Wow,A,100.0,Western,2017.0
Kygo,Rhys Lewis,Hurting,E,100.0,Western,2020.0
Ariana Grande,,Focus,B,100.0,Western,2015.0
Fifth Harmony,,Sauced Up,C#,100.0,Western,2017.0
Gwen Stefani,,Baby Don't Lie,C#,100.0,Western,2014.0
Halsey,,Colors,C#,100.0,Western,2015.0
Beyoncé,Dave Aude (Remix),Partition,G,100.0,Western,2014.0
Billie Eilish,,Bellyache,G,100.0,Western,2017.0
Fifth Harmony,,Sledgehammer,G,100.0,Western,2015.0
Fergie,,L.A. Love,G,100.0,Western,2014.0
DJ Snake,Lil Jon,Turn Down For What,G,100.0,Western,2014.0
One Direction,,Perfect,D,100.0,Western,2015.0
Liam Payne,A Boogie Wit Da Hoodie,Stack It Up,D,100.0,Western,2019.0
Lauv,,Sims,D,100.0,Western,2020.0
Imagine Dragons,,Underdog,G,100.0,Western,2012.0
Iggy Azalea,,Team,G,100.0,Western,2016.0
Kygo,Dreamlab,Could You Love Me?,D#,100.0,Western,2020.0
Lana del Rey,The Weeknd,Lust for Life,D#,100.0,Western,2017.0
CupcaKKe,,Barcodes,G#,100.0,Western,2017.0
Andy Grammer,,Back Home,B,100.0,Western,2015.0
Lily Allen,,LDN,F,100.0,Western,2006.0
Ed Sheeran,,Galway Girl,A,100.0,Western,2017.0
Kygo ,Selena Gomez ,It Ain't Me,C,100.0,Western,2017.0
Taylor Swift,Original/Taylor's Version,Tell Me Why,G,100.0,Western,2008.0
Kim Petras,,<demons>,G,100.0,Western,2019.0
Ariana Grande,,Get Well Soon,G,100.0,Western,2018.0
Halsey,Big Sean Stefflon Don,Alone,F,100.0,Western,2017.0
MARINA,,Fear and Loathing,D#,100.0,Western,2012.0
Taylor Swift,Original/Taylor's Version,Fearless,F,100.0,Western,2008.0
Logic,Khalid & Alessia Cara,1-800-273-8255,G#,100.0,Western,2017.0
Jason Derulo,,Cheyenne,D,100.0,Western,2015.0
Maroon 5,Kendrick Lamar,Don't Wanna Know,G,100.0,Western,2016.0
Liam Payne,,LIve Forever,G,100.0,Western,2019.0
Megan Thee Stallion,,Ain't Equal,A#,100.0,Western,2020.0
Hollywood Undead,,Gangsta Style,A#,100.0,Western,2011.0
Christina Aguilera,Redman,Dirrty,A#,100.0,Western,2002.0
That Poppy,,American Kids,G#,100.0,Western,2016.0
Austin Mahone,,What About Love,A#,100.0,Western,2014.0
CupcaKKe,,Jesus,B,100.0,Western,2016.0
BTS,,My Time,D#,100.0,Western,2020.0
DJ Snake,Justin Bieber,Let Me Love You,D#,100.0,Western,2016.0
Tyga,Justin Bieber,Wait For A Minute,D,100.0,Western,2013.0
ZAYN,Kehlani,wRoNg,A#,100.0,Western,2016.0
Imagine Dragons,,Boomerang,D,100.0,Western,2018.0
BAEKHYUN,,Ghost ,A#,100.0,Western,2020.0
Lady Gaga,,The Cure,G#,100.0,Western,2017.0
Imagine Dragons,,On Top Of The World,C,100.0,Western,2012.0
Selena Gomez,,Vulnerable,A#,100.0,Western,2020.0
Nicki Minaj,,Stupid Hoe,A#,100.0,Western,2012.0
Niall Horan,,No Judgement,E,100.0,Western,2020.0
Katy Perry,,Never Really Over,G#,100.0,Western,2020.0
BAEKHYUN,,Underwater,G,100.0,Western,2020.0
The Chainsmokers,Emily Warren,Paris,D,100.0,Western,2017.0
Meghan Trainor,,No Good For You,D,100.0,Western,2015.0
Troye Sivan,,TOO GOOD,F,100.0,Western,2015.0
ZAYN,,lUcOzAdE,A#,100.0,Western,2016.0
Halsey,,Don't Play,F#,100.0,Western,2017.0
Ariana Grande,,Pink Champagne,F#,100.0,Western,2013.0
Imagine Dragons,,Natural,F,100.0,Western,2018.0
Sia,,Alive,A,100.0,Western,2015.0
Charlie Puth,,Empty Cups,E,100.0,Western,2018.0
Fifth Harmony,Meghan Trainor,Brave Honest Beautiful,F#,100.0,Western,2015.0
Years & Years,,Take Shelter,D,100.0,Western,2015.0
Hailee Steinfeld,Grey & Zedd,Starving,E,100.0,Western,2016.0
Justin Bieber,,Love Yourself,E,100.0,Western,2015.0
MARINA,,Lonely Hearts Club,G#,100.0,Western,2012.0
Jason Derulo,Jennifer Lopez & Matoma,Try Me,D#,100.0,Western,2015.0
American Authors,,Best Day of My Life,D,100.0,Western,2014.0
Charlie Puth,Selena Gomez,We Don't Talk Anymore,E,100.0,Western,2015.0
Grace VanderWaal,,City Song,E,100.0,Western,2017.0
KARD,,Red Moon,E,100.0,Western,2020.0
Kygo,Parson James,Stole The Show,B,100.0,Western,2015.0
Major Lazer,French Montana & BEAM,Bam Bam,F,100.0,Western,2020.0
The Chainsmokers,,The One,D,100.0,Western,2017.0
Lady Gaga,,Bloody Mary,C,100.0,Western,2011.0
Maroon 5,Future,Cold,C,100.0,Western,2017.0
Dua Lipa ,BLACKPINK,Kiss And Make Up,D#,100.0,Western,2018.0
Tori Kelly,,Nobody Love,E,100.0,Western,2015.0
The Chainsmokers,ROZES,Roses,E,100.0,Western,2015.0
The 1975,,Robbers,E,100.0,Western,2013.0
Fifth Harmony,Kid Ink,Worth It,D#,100.0,Western,2015.0
Justin Bieber,,Sorry,D#,100.0,Western,2015.0
Melanie Martinez,,Can't Shake You (Made 2013/Leaked 2015),F#,100.0,Western,2013.0
Halsey,Quavo,Lie,D#,100.0,Western,2017.0
Kygo,,Raging,F#,100.0,Western,2016.0
Niall Horan,,Small Talk,C,100.0,Western,2020.0
Taylor Swift,,Stay Stay Stay,C,100.0,Western,2012.0
Billie Eilish,,listen before i go,C,100.0,Western,2019.0
The Chainsmokers,bülow & Ty Dolla $ign,Do You Mean,B,100.0,Western,2019.0
Lady Gaga,,So Happy I Could Die,C,100.0,Western,2010.0
Dizzy,,Arcadia,D,99.9,Western,2018.0
Justin Bieber,Big Sean,No Pressure,C#,99.33,Western,2015.0
My Chemical Romance,,Dead!,G,99.0,Western,2006.0
Ariana Grande,Nicki Minaj,The Light Is Coming,E,99.0,Western,2018.0
Beyoncé,Jay-Z,Crazy In Love,F,99.0,Western,2003.0
Panic! At The Disco,,King Of The Clouds,F,99.0,Western,2018.0
Ariana Grande,Nicki Minaj,The Light Is Coming,C,99.0,Western,2018.0
Carly Rae Jepsen,,Never Get To Hold You,C,99.0,Western,2015.0
Lady Gaga,,Paper Gangsta,C#,99.0,Western,2008.0
Lady Gaga,,Alejandro,D,99.0,Western,2010.0
Lana Del Rey,,Art Deco,D,99.0,Western,2015.0
Lana Del Rey,,Million Dollar Man,B,99.0,Western,2011.0
Harry Styles,,Adore You,D#,99.0,Western,2019.0
Zendaya,,My Baby,D#,99.0,Western,2013.0
Demi Lovato,,The Way You Don't Look At Me,E,99.0,Western,2021.0
Lana del Rey,,Love,A#,99.0,Western,2017.0
Melanie Martinez,,Numbers,C,99.0,Western,2020.0
Lizzo,,Soulmate,C,99.0,Western,2019.0
Jonas Brothers,,I Believe,A,99.0,Western,2019.0
Ellie Goulding,,The Greatest,F#,99.0,Western,2015.0
Maroon 5,,This Summer's Gonna Hurt Like A Motherfucker,G,99.0,Western,2015.0
Ariana Grande,Nicki Minaj,The Light Is Coming,A,99.0,Western,2018.0
Ariana Grande,The Weeknd,Love Me Harder,E,99.0,Western,2014.0
Beyoncé,,Best Thing I Never Had,F#,99.0,Western,2011.0
Lana Del Rey,,Freak,G#,99.0,Western,2015.0
Paramore,,Fake Happy,G,98.5,Western,2017.0
Megan Thee Stallion,"Popcaan, Mustard",Intercourse,F#,98.015,Western,2020.0
Sia,,Space Between,D#,98.0,Western,2016.0
DJ Khaled,"Rihanna, Bryson Tiller",Wild Thoughts,D#,98.0,Western,2017.0
Imagine Dragons,,Real Life,C,98.0,Western,2018.0
Ed Sheeran,"Meek Mill, Boogie Wit Da Hoodie",1000 Nights,A#,98.0,Western,2019.0
CupcaKKe,,Deepthroat ,D,98.0,Western,
Selena Gomez,(Solo)/Fetty Wap,Same Old Love,D,98.0,Western,2015.0
Katy Perry,,Smile,F,98.0,Western,2020.0
Major Lazer,MØ & DJ Snake,Lean On,A#,98.0,Western,2015.0
Rebecca Black,,Foolish,C,98.0,Western,2017.0
Ariana Grande,A$AP Ferg,Hands On Me,D,98.0,Western,2014.0
DJ Snake,AlunaGeorge,You Know You Like It (Remix),D#,98.0,Western,2014.0
Bebe Rexha,,I Got You,C,98.0,Western,2016.0
Jason Derulo,Nicki Minaj & Ty Dolla $ign,Swalla,B,98.0,Western,2017.0
Dua Lipa ,,Running ,G#,98.0,Western,2018.0
Niall Horan,,Still ,D#,98.0,Western,2020.0
Melanie Martinez,,The Principal,D#,98.0,Western,2019.0
Nicki Minaj,,Moment 4 Life,B,98.0,Western,2010.0
BØRNS,,Dopamine,F,98.0,Western,2015.0
French Montana,Swae Lee,Unforgettable,B,98.0,Western,2017.0
Demi Lovato,Saweetie,My Girlfriends Are My Boyfriend,D,98.0,Western,2021.0
Pentatonix,,Lean On,A,98.0,Western,2015.0
Major Lazer,Khalid & Diplo,Trigger,G#,98.0,Western,2020.0
Katy Perry,,Only Love,C,98.0,Western,2020.0
Zara Larsson,,Lush Life,A#,98.0,Western,2016.0
Liam Payne,,Hips Don't Lie,F,98.0,Western,2019.0
Rina Sawayama,,STFU!,F,98.0,Western,2020.0
Fifth Harmony,Gucci Mane,Down,D#,98.0,Western,2017.0
Troye Sivan,,Postcard,C,98.0,Western,2018.0
Melanie Martinez,,Wheels On The Bus,G,98.0,Western,2019.0
Ed Sheeran,"Camilla Cabello, Cardi B",South Of The Border,F,98.0,Western,2019.0
Katy Perry,ZEDD,365,F,98.0,Western,2019.0
ZAYN,,TiO,A,98.0,Western,2016.0
WALK THE MOON,,Different Colors,F,98.0,Western,2015.0
NCT 127  ,,Dreams Come True,E,98.0,Western,2020.0
